source,player,player_lower,sport,league,stat,line,projectionId,gameId,team,opponent,isNonStandardOdds
Underdog,Bam Adebayo,bam adebayo,NBA,NBA,points,16.5,ed4373d5-7cbc-4ce7-8949-48429c8a7000,131443,MIA,IND,1
Underdog,Bam Adebayo,bam adebayo,NBA,NBA,points,5.5,0531c1a4-b093-4461-9ffb-7d55e7a0ac1a,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,20.5,9213ed70-43cc-4cfc-b4df-020bf8e42813,131443,MIA,IND,1
Underdog,Andrew Wiggins,andrew wiggins,NBA,NBA,points,11.5,dc89c4bf-382a-462e-b327-61434b5c91d2,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,30.5,9e4cc304-ecee-45b0-8c4a-2b7a04217cb3,131443,MIA,IND,1
Underdog,Andrew Wiggins,andrew wiggins,NBA,NBA,points,18.5,864bdd5b-0954-438f-adde-62367c8c0acb,131443,MIA,IND,1
Underdog,Andrew Wiggins,andrew wiggins,NBA,NBA,rebounds,4.5,cf6676ad-c539-41ab-96dc-9554053607ac,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,rebounds,5.5,a1720f5c-5b07-42a8-bc4d-eb70c26723d7,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,assists,3.5,0bf8cb0d-e43e-4d5c-b4a5-ce897d5529b2,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,2.5,1657cdca-9350-462e-921c-707e30931a16,131443,MIA,IND,1
Underdog,Andrew Wiggins,andrew wiggins,NBA,NBA,points,1.5,34029052-08d7-419d-8bc8-07fb647ec67f,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,9.5,12f169ed-1047-4856-8319-f398fca68e48,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,26.5,452e1fd3-71cd-4667-a0e0-3a05a14f76c1,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,25.5,e7b507a9-4b5d-488d-aeaa-95cb49bfc249,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,0.5,40a3a8ef-ebd1-481f-a7d6-505934a99a14,131443,MIA,IND,0
Underdog,Andrew Wiggins,andrew wiggins,NBA,NBA,points,3.5,251af370-196a-4688-a23c-d1a440f8d254,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,5.5,c776f96d-e2ed-41fe-a8da-b2a7ca60d8e6,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,1.5,8785c8c9-fcfe-41a2-b113-6d56fd60b609,131443,MIA,IND,1
Underdog,Andrew Wiggins,andrew wiggins,NBA,NBA,points,1.5,2a397f02-d046-4d65-9d4e-76de1ee4b63e,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,7.5,ce7e01ad-8d72-4cdf-80e9-6a49778e9d16,131443,MIA,IND,1
Underdog,Andrew Wiggins,andrew wiggins,NBA,NBA,points,4.5,f0288280-ac26-4b02-854b-af211b6d485d,131443,MIA,IND,1
Underdog,Tyler Herro,tyler herro,NBA,NBA,points,15.5,625be30a-30c4-4299-94b2-253d6b99571e,131443,MIA,IND,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,15.5,f8127591-1d79-4fe4-88be-44722d556091,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,26.5,69526dcf-0468-4fd4-9ec8-b29435dfa518,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,rebounds,2.5,4affc314-c39c-44f8-8e45-dad40940fc90,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,assists,8.5,c81a2163-0ba9-41c1-947f-22f41a69589d,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,1.5,74f6fa63-4721-4fdc-b4e6-c41e93fc3dee,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,11.5,008f0e77-1c94-45a8-a0b2-c5c804977b14,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,24.5,b1ec633d-ed9b-4257-8354-78d999acdb98,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,0.5,adb42264-e0ba-4f5b-abfd-18556b90496e,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,3.5,dedf56d2-aa0c-47ee-8aec-f1c60b3185c6,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,2.5,baf21655-02f3-4a3d-a9a3-fcfc1b77901e,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,turnovers,2.5,c973dd22-3d1c-4806-84c1-99cc3a8f6655,131443,IND,MIA,1
Underdog,Andrew Nembhard,andrew nembhard,NBA,NBA,points,4.5,7e191c0d-e3f3-4cd7-a167-5d35466d33c8,131443,IND,MIA,1
Underdog,Norman Powell,norman powell,NBA,NBA,points,18.5,939e4cf8-9e1b-406f-bea3-561be0347b28,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,points,24.5,dac2fd9c-2591-4c5a-af62-60c37c35b543,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,rebounds,3.5,b1286ec1-acb3-494f-a246-ef8b283ccd77,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,assists,2.5,7f5a708e-47ac-4d39-bd63-d0b29e3f1652,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,points,2.5,43d3817c-391b-4361-a410-88f73f1651ff,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,points,22.5,3659d078-fb81-4575-825d-b4069a1734a0,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,points,21.5,a7cd3aea-da5b-4da2-b97e-abb42f8e291d,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,points,4.5,601c65a4-28c8-47db-a379-8aa7a6bc6570,131443,MIA,IND,1
Underdog,Norman Powell,norman powell,NBA,NBA,points,6.5,40a2a365-0d63-46e2-aab6-8a4457a39e99,131443,MIA,IND,1
Underdog,Davion Mitchell,davion mitchell,NBA,NBA,points,8.5,e21bdaf1-da93-4404-aae2-f668d26462ae,131443,MIA,IND,1
Underdog,Davion Mitchell,davion mitchell,NBA,NBA,points,17.5,11b932f6-ae8a-4b79-8d08-43f96b443898,131443,MIA,IND,1
Underdog,Davion Mitchell,davion mitchell,NBA,NBA,rebounds,2.5,d2834434-dfe5-4f97-8dd8-e8889be2583f,131443,MIA,IND,1
Underdog,Davion Mitchell,davion mitchell,NBA,NBA,assists,5.5,ad497bff-9ceb-454c-af23-a0b8b83a476f,131443,MIA,IND,1
Underdog,Davion Mitchell,davion mitchell,NBA,NBA,points,1.5,00c28c9b-03c7-47a0-82e0-3a7abf961517,131443,MIA,IND,1
Underdog,Davion Mitchell,davion mitchell,NBA,NBA,points,8.5,51e69872-ca9b-4166-873e-20151dcba5cf,131443,MIA,IND,1
Underdog,Davion Mitchell,davion mitchell,NBA,NBA,points,0.5,1176d1a8-8e28-4605-b589-2dd9f039ad28,131443,MIA,IND,0
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,21.5,6da8effa-2cfe-40c0-9462-48f19d73f9ff,131448,NOP,HOU,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,25.5,96af1237-2509-460f-a5b4-39ae3068c613,131448,HOU,NOP,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,35.5,f729a63a-b9fd-4a6a-8dd5-9bee7342112d,131448,HOU,NOP,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,30.5,a4309908-8d71-480d-83e1-d620e47d5be3,131448,NOP,HOU,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,rebounds,5.5,02f6d747-5f60-48fd-8ae1-c29bcbb6d2aa,131448,HOU,NOP,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,rebounds,5.5,c45fbdcc-7938-49f1-8298-9da069b113a8,131448,NOP,HOU,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,assists,2.5,9e3f6894-4b1e-41e3-a01e-5e86102dcf68,131448,NOP,HOU,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,assists,5.5,38e03dff-63cf-4f77-b334-4a4677c44bea,131448,HOU,NOP,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,2.5,e678a2b0-4a8d-4ef9-a39b-3c8c6454618b,131448,HOU,NOP,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,10.5,8bd2d4e2-cf64-443d-a247-8ee20188d497,131448,HOU,NOP,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,8.5,a3620951-90ca-4dae-96fd-fe2af5871516,131448,NOP,HOU,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,30.5,55c50958-e623-4270-8132-a4b9d0e2d6c0,131448,HOU,NOP,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,27.5,96ee266d-1d8f-4037-a6bf-e35f99b38329,131448,NOP,HOU,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,24.5,9bd72c0c-7d15-4bf3-82ed-1e28bb5c9c73,131448,NOP,HOU,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,30.5,33abb960-5771-410d-b2e7-be643ef5a647,131448,HOU,NOP,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,0.5,685278e8-5839-4dae-8758-3ff93eaa4fa0,131448,NOP,HOU,0
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,0.5,fdbcbab2-2666-40ba-9a3b-a9fed706b7ce,131448,HOU,NOP,0
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,5.5,918e80ec-92be-4d45-8304-0899e027beff,131448,NOP,HOU,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,7.5,659d46ab-76b7-4b95-89ca-41094a7ac341,131448,HOU,NOP,1
Underdog,Zion Williamson,zion williamson,NBA,NBA,points,1.5,ad19921e-3310-4ada-b8bb-8dfead9a89d6,131448,NOP,HOU,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,1.5,f2758bbe-990c-46f7-ad37-1fe559458b45,131448,HOU,NOP,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,turnovers,3.5,224b3222-e799-435f-9ed1-3ae4f00271c4,131448,HOU,NOP,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,6.5,edf197f5-ea61-425b-89a6-7e02d6f75cb8,131448,HOU,NOP,1
Underdog,Kevin Durant,kevin durant,NBA,NBA,points,17.5,9785529b-ffbc-43a5-aa91-c9f0564fabe8,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,19.5,af1347b6-dc3f-4685-9b05-0619f04ee459,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,34.5,d879bc46-6b36-413e-8278-55519f4413be,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,rebounds,8.5,f7423c2c-fcdb-4cf3-8908-281079858b9c,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,assists,5.5,47e6fb7a-7a98-4d38-936f-cfe995efbd60,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,0.5,ad9e9fe0-93d4-446e-afdf-055ae4249873,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,15.5,dd68f8ef-be59-487f-849f-4b79121206a8,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,28.5,91907e5a-0162-4a51-84ce-5bb9feb6720d,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,25.5,f5ad926f-304c-4228-9eb7-91771e8e7bcd,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,0.5,1fe0b46d-11d1-408a-be04-6ec623f607d2,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,0.5,2d860102-6cc0-4606-b677-6dd9d8656341,131448,HOU,NOP,0
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,4.5,dbbf67cf-17d2-4f28-8caf-bb85ed6b6b12,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,2.5,54b7b5f3-80dc-4419-9d5e-940f36bd1b99,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,turnovers,2.5,140952d5-65b1-4bb4-b481-bed25b405df2,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,blocks,1.5,d57d043c-aa25-4ea8-a220-7f86aa82c3d7,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,2.5,2cae431c-45a7-4ea8-bbf3-638db663ee8e,131448,HOU,NOP,1
Underdog,Alperen Sengun,alperen sengun,NBA,NBA,points,14.5,7e1b899a-8dc1-4747-b21a-b4a9e857c442,131448,HOU,NOP,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,15.5,a707fab8-14d7-495b-91a5-ed22348aab97,131448,HOU,NOP,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,15.5,7b1e6a01-4c5b-4057-954b-bdf049451dd2,131448,NOP,HOU,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,24.5,3964f3c0-81f7-4867-a4e0-bdff0d9f75bf,131448,HOU,NOP,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,27.5,1bd7de4c-eb87-495d-95a3-7c0dffa28acd,131448,NOP,HOU,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,rebounds,7.5,0538449e-d988-4138-b5ab-6374a16a0cba,131448,HOU,NOP,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,rebounds,4.5,668b1279-b64e-4093-9b2f-b0b7d9b7db6e,131448,NOP,HOU,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,assists,6.5,56dd6e95-2f5d-4f6f-afc3-54fd2ac6c1b9,131448,NOP,HOU,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,1.5,1617bc35-e4ec-4763-84dc-417ee7ed5ec7,131448,NOP,HOU,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,2.5,a657fbaf-8af0-41a8-8598-c09af7fc1f82,131448,HOU,NOP,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,9.5,15751616-8765-466e-b059-55d9a0e91fc5,131448,HOU,NOP,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,11.5,4ff2d6dc-a36e-4fb5-b8b6-542b30c93692,131448,NOP,HOU,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,20.5,9baec6c5-ed76-431b-9897-2a86973af82a,131448,NOP,HOU,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,22.5,c9dcb54e-6d3d-411b-8a49-4bccf158c80e,131448,HOU,NOP,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,22.5,8fb42bc8-fe71-45bb-b8ef-e3ccc273a509,131448,NOP,HOU,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,0.5,e9f03928-201b-4c41-8f4a-b43b23f79817,131448,HOU,NOP,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,0.5,8642520f-1f45-4a43-9ab6-b99bc498158d,131448,NOP,HOU,0
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,3.5,0a760036-e476-455e-8337-4a5d71079312,131448,NOP,HOU,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,3.5,cd97fe6b-cbe9-4567-9560-a0291452d6d7,131448,HOU,NOP,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,1.5,1e6f7102-6a95-4395-b09a-5f87b07c13c0,131448,HOU,NOP,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,1.5,4db64f5e-5bce-41f4-a877-426c8a4fcf67,131448,NOP,HOU,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,turnovers,2.5,2ec0f0b0-79aa-4d69-818d-30e90670998f,131448,NOP,HOU,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,steals,1.5,ec995d90-59a4-43f6-bfe1-f6785727abca,131448,NOP,HOU,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,4.5,23e40064-4f60-404e-8889-5777b42971bb,131448,NOP,HOU,1
Underdog,Dejounte Murray,dejounte murray,NBA,NBA,points,14.5,fb8018aa-4f38-4b00-94d7-4653cd526a2c,131448,NOP,HOU,1
Underdog,Jabari Smith Jr.,jabari smith jr.,NBA,NBA,points,6.5,453b3bae-b832-499e-abae-89eb6da3fd98,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,14.5,35982b1c-c657-491a-bbed-b3bcb0963c4e,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,22.5,a4c28174-a9f8-4d97-8d89-09ca0ebfe8e2,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,rebounds,3.5,841e54f4-6702-4d88-825f-77355f424b7b,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,assists,4.5,67867bbd-e698-4f4d-a2bf-54bc41578bba,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,3.5,befd783c-2ff1-4902-a1fd-f7e503958e1f,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,8.5,42ce0dc8-491b-4d1c-9014-f126ce9fa0b2,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,19.5,1bf943ab-8d9d-4158-bbc7-e8a33dd4cd9d,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,3.5,b2e769b4-635f-421a-93d5-60921f44d099,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,steals,1.5,17930dd8-812a-46a4-93c3-8a737fbc3847,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,2.5,79993a22-0f7c-40d8-a281-9f6063facebc,131448,HOU,NOP,1
Underdog,Reed Sheppard,reed sheppard,NBA,NBA,points,8.5,66ceeed3-2600-4107-b8a7-344ad4ff01b1,131448,HOU,NOP,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,20.5,839cb95f-630a-4e6b-8050-6973dd09c0d1,131448,NOP,HOU,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,points,17.5,3591a046-7d56-43ca-a665-fb1391d89c9f,131448,HOU,NOP,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,points,30.5,9217537c-8863-4e96-88b6-e465eee857f3,131448,HOU,NOP,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,29.5,23f9a718-f07a-40be-9235-04bd1a9a6973,131448,NOP,HOU,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,rebounds,4.5,f7ae74a2-7e6b-42c1-b7ae-d4752a10da95,131448,NOP,HOU,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,rebounds,7.5,5622599c-6399-43ca-94aa-cc09fbdd9e70,131448,HOU,NOP,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,assists,3.5,6d530358-b149-4378-a45c-d0fd71541361,131448,NOP,HOU,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,assists,4.5,3c267808-ea54-4dc3-b13e-a14dc3a83df2,131448,HOU,NOP,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,points,0.5,bb9380a2-db93-41b3-aa2e-8d1cf2111989,131448,HOU,NOP,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,3.5,ad593e20-b8e9-499d-ad81-cb54793b85bf,131448,NOP,HOU,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,8.5,d866f010-1775-4527-a717-6a14a77f1a56,131448,NOP,HOU,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,points,12.5,41ee152b-d07d-4238-9553-cc362b93c34b,131448,HOU,NOP,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,points,25.5,5781cd09-daf6-45dc-b350-da72d43cea85,131448,HOU,NOP,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,25.5,d0cb1b61-934d-4ed6-8f3d-b822108b306b,131448,NOP,HOU,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,24.5,9205c41c-37c5-4b84-8787-dc7a3657d2f2,131448,NOP,HOU,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,points,22.5,199ceb58-e4fc-4b90-8601-71e76e0576b5,131448,HOU,NOP,1
Underdog,Amen Thompson,amen thompson,NBA,NBA,points,0.5,d4ff73ce-4e09-4d08-8a01-f2c338d2bbf5,131448,HOU,NOP,1
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,0.5,516857b5-0f96-4e9a-b4d9-db800f47479d,131448,NOP,HOU,0
Underdog,Trey Murphy III,trey murphy iii,NBA,NBA,points,5.5,8567d2ab-ce8d-4d9b-9523-7519dff767c2,131448,NOP,HOU,1
